metodo;comuna;sexo;edad;educacion;paso_sufragara;caba_paso_votaria;caba_paso_votaria_lousteau;paso_votaria;P9;P10;P11;P12;P13;P14;P15;P16;pon2
CATI;Comuna 09;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo positiva;Nunca lo votaría;No sabe - No tiene opinión formada;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.97228
CATI;Comuna 09;Femenino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.84837
CATI;Comuna 10;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo positiva;Algo negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.99304
CATI;Comuna 10;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo positiva;Algo negativa;Algo positiva;Algo negativa;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.67572
CATI;Comuna 10;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Muy Negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.78039
CATI;Comuna 10;Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo negativa;Algo negativa;Algo negativa;Muy Negativa;Podría llegar a votarlo;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;Si, haría eso para evitar que Jorge Macri sea electo;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;0.89436
CATI;Comuna 10;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Podría llegar a votarlo;No sabe/No contesta;No, no haría eso;En blanco/ No votaría;Muy probable;En blanco;0.91546
CATI;Comuna 10;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Algo negativa;Nunca lo votaría;Seguro lo votaría;En blanco/No votaría;No, no haría eso;En blanco/ No votaría;Muy probable;Luis Zamora de Autodeterminación y Libertad;0.60217
CATI;Comuna 10;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo negativa;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.78039
CATI;Comuna 10;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Muy Positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.76801
CATI;Comuna 10;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Muy Positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.03199
CATI;Comuna 10;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;No conoce o no tiene opinión formada;Algo positiva;Algo negativa;No sabe - No tiene opinión formada;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.67572
CATI;Comuna 10;Masculino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo negativa;Algo negativa;Algo positiva;Muy Negativa;Nunca lo votaría;Podría llegar a votarlo;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;0.89436
CATI;Comuna 10;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Nunca lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.71353
CATI;Comuna 10;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo positiva;Muy Negativa;Algo positiva;Podría llegar a votarlo;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.07776
CATI;Comuna 10;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Positiva;Muy Negativa;Algo positiva;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.76801
CATI;Comuna 11;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Muy Negativa;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.77542
CATI;Comuna 11;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;Muy Positiva;Algo negativa;Muy Negativa;Seguro lo votaría;Nunca lo votaría;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.80583
CATI;Comuna 11;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Algo positiva;Muy Negativa;Algo negativa;Podría llegar a votarlo;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.92044
CATI;Comuna 11;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.83464
CATI;Comuna 11;Femenino;18-29;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy Positiva;Muy Positiva;Algo negativa;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.95654
CATI;Comuna 11;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Algo positiva;Muy Positiva;Podría llegar a votarlo;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No sabe - Está indeciso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.73433
CATI;Comuna 11;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;No conoce o no tiene opinión formada;Muy Negativa;Muy Negativa;No sabe - No tiene opinión formada;Nunca lo votaría;Vanina Biasi del Frente de Izquierda;No, no haría eso;Myriam Bregman y Nicolás Del Caño del Frente de Izquierda Unidad;Muy probable;Myriam Bregman del Frente de Izquierda Unidad;0.73433
CATI;Comuna 11;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Muy Positiva;Algo negativa;Algo positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.23679
CATI;Comuna 11;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.80314
CATI;Comuna 11;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Muy Negativa;Muy Negativa;Muy Negativa;Muy Positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.77542
CATI;Comuna 11;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.73433
CATI;Comuna 11;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Muy Negativa;Muy Positiva;Nunca lo votaría;Podría llegar a votarlo;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.73433
CATI;Comuna 11;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.77542
CATI;Comuna 11;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo positiva;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.77542
CATI;Comuna 11;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy Positiva;Muy Positiva;Algo negativa;Algo negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.88134
CATI;Comuna 11;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Algo negativa;Algo positiva;Algo negativa;Algo negativa;Podría llegar a votarlo;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.84808
CATI;Comuna 11;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy Positiva;Algo positiva;Algo positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.98672
CATI;Comuna 11;Masculino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.23679
CATI;Comuna 11;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo positiva;Algo negativa;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.84808
CATI;Comuna 11;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Algo positiva;Algo negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.73433
CATI;Comuna 12;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Muy Positiva;No conoce o no tiene opinión formada;Algo positiva;No conoce o no tiene opinión formada;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Patricia Bullrich y Luis Petri de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.94294
CATI;Comuna 12;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo negativa;Algo negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;No, no haría eso;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.78248
CATI;Comuna 12;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Negativa;Algo negativa;Algo positiva;Muy Negativa;Algo positiva;Nunca lo votaría;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.94294
CATI;Comuna 12;Femenino;18-29;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo positiva;Algo negativa;Algo negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;1.22827
CATI;Comuna 12;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Algo negativa;Algo negativa;Algo negativa;Algo negativa;Nunca lo votaría;Nunca lo votaría;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;0.85581
CATI;Comuna 12;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy Positiva;Muy Positiva;No conoce o no tiene opinión formada;Muy Positiva;Muy Negativa;Podría llegar a votarlo;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.94294
CATI;Comuna 12;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo positiva;Algo negativa;Algo positiva;Podría llegar a votarlo;No sabe - No tiene opinión formada;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Juan Grabois y Paula Abal Medina del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;1.08901
CATI;Comuna 12;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy Positiva;Muy Negativa;Algo negativa;Algo positiva;Algo negativa;Nunca lo votaría;Podría llegar a votarlo;Ramiro Marra de La Libertad Avanza;No, no haría eso;Javier Milei y Victoria Villarruel de La Libertad Avanza;Muy probable;Javier Milei de Libertad Avanza;0.85581
CATI;Comuna 12;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativa;Algo positiva;Algo positiva;Algo negativa;Muy Positiva;Podría llegar a votarlo;Nunca lo votaría;Leandro Santoro del Frente de Todos/ Unión por la Patria;Si, haría eso para evitar que Jorge Macri sea electo;Sergio Massa y Agustín Rossi del Frente de Todos/Unión por la Patria;Muy probable;Leandro Santoro del Frente de Todos;0.94294
CATI;Comuna 12;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativa;Muy Positiva;Muy Positiva;Algo positiva;Muy Negativa;Seguro lo votaría;Podría llegar a votarlo;Martín Lousteau de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;Leandro Santoro del Frente de Todos;0.84225
CATI;Comuna 12;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo positiva;Algo positiva;Algo positiva;Muy Positiva;Algo negativa;Seguro lo votaría;Seguro lo votaría;Jorge Macri de Juntos;;Horacio Rodríguez Larreta y Gerardo Morales de Juntos por el Cambio;Muy probable;María Eugenia Vidal de Juntos por el Cambio;0.94294
